Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
Python Data Analyst,Trend Analytics,"Bilbao, España",50.000€ - 70.000€ brutos anuales,Sin experiencia,"Indefinido, jornada completa",Máster en Análisis de Datos o Business Intelligence,"['python', 'sql', 'tableau', 'machine learning', 'analisis de datos']","En Trend Analytics, nos encontramos en la búsqueda de un/a Python Data Analyst para unirte a nuestro equipo ubicado en Bilbao, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00161,Data Analyst,
Power BI Specialist,Cloud BI Solutions,"Granada, España",28.000€ - 35.000€ brutos anuales,3-5 años,"Temporal, media jornada","Grado en Estadística, Matemáticas, Informática o similar","['powerbi', 'r', 'analisis critico', 'trabajo en equipo']","En Cloud BI Solutions, nos encontramos en la búsqueda de un/a Power BI Specialist para unirte a nuestro equipo ubicado en Granada, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Power BI, R, Análisis crítico, Trabajo en equipo para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Power BI, R, Análisis crítico, Trabajo en equipo. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00162,Data Analyst,
Senior Data Analyst,Pipeline Analytics,"Barcelona, España",28.000€ - 35.000€ brutos anuales,Al menos 5 años,Contrato de prácticas,"Grado en Estadística, Matemáticas, Informática o similar","['tableau', 'sql', 'analisis de datos', 'machine learning']","En Pipeline Analytics, nos encontramos en la búsqueda de un/a Senior Data Analyst para unirte a nuestro equipo ubicado en Barcelona, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 28.000€ - 35.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00163,Data Analyst,
SQL Data Analyst,Visionary Data,"Alicante, España",50.000€ - 70.000€ brutos anuales,3-5 años,"Proyecto, freelance","Grado en Estadística, Matemáticas, Informática o similar","['sql', 'tableau', 'analisis de datos', 'machine learning']","En Visionary Data, nos encontramos en la búsqueda de un/a SQL Data Analyst para unirte a nuestro equipo ubicado en Alicante, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00164,Data Analyst,
Data Visualization Expert,Streamify Labs,"Zaragoza, España",Salario no disponible,Al menos 5 años,"Temporal, media jornada",Máster en Análisis de Datos o Business Intelligence,"['powerbi', 'r', 'analisis critico', 'trabajo en equipo']","En Streamify Labs, nos encontramos en la búsqueda de un/a Data Visualization Expert para unirte a nuestro equipo ubicado en Zaragoza, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Power BI, R, Análisis crítico, Trabajo en equipo para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Power BI, R, Análisis crítico, Trabajo en equipo. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de Salario no disponible y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00165,Data Analyst,
Python Data Analyst,Pipeline Analytics,"Bilbao, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Temporal, media jornada",Máster en Análisis de Datos o Business Intelligence,"['python', 'excel', 'powerbi', 'visualizacion', 'trabajo en equipo']","En Pipeline Analytics, nos encontramos en la búsqueda de un/a Python Data Analyst para unirte a nuestro equipo ubicado en Bilbao, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00166,Data Analyst,
Python Data Analyst,Cloud BI Solutions,"Córdoba, España",Salario no disponible,Sin experiencia,Contrato de prácticas,Máster en Análisis de Datos o Business Intelligence,"['python', 'powerbi', 'r']","En Cloud BI Solutions, nos encontramos en la búsqueda de un/a Python Data Analyst para unirte a nuestro equipo ubicado en Córdoba, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Power BI, R, Análisis crítico, Trabajo en equipo para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Power BI, R, Análisis crítico, Trabajo en equipo. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de Salario no disponible y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00167,Data Analyst,
Reporting Specialist,Streamify Labs,"Barcelona, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,Contrato de prácticas,"Grado en Estadística, Matemáticas, Informática o similar","['tableau', 'sql', 'análisis de datos', 'machine learning']","En Streamify Labs, nos encontramos en la búsqueda de un/a Reporting Specialist para unirte a nuestro equipo ubicado en Barcelona, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Tableau, SQL, Análisis de datos, Machine Learning para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Tableau, SQL, Análisis de datos, Machine Learning. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Contrato de prácticas, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00168,Data Analyst,
Power BI Specialist,Cloud BI Solutions,"Alicante, España",50.000€ - 70.000€ brutos anuales,Sin experiencia,"Temporal, media jornada","Grado en Estadística, Matemáticas, Informática o similar","['excel', 'powerbi', 'trabajo en equipo', 'visualizacion']","En Cloud BI Solutions, nos encontramos en la búsqueda de un/a Power BI Specialist para unirte a nuestro equipo ubicado en Alicante, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Sin experiencia de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00169,Data Analyst,
Data Quality Analyst,DataFlow Corp,"Granada, España",35.000€ - 50.000€ brutos anuales,3-5 años,"Proyecto, freelance","Grado en Estadística, Matemáticas, Informática o similar","['powerbi', 'r', 'analisis critico', 'trabajo en equipo']","En DataFlow Corp, nos encontramos en la búsqueda de un/a Data Quality Analyst para unirte a nuestro equipo ubicado en Granada, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Power BI, R, Análisis crítico, Trabajo en equipo para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Power BI, R, Análisis crítico, Trabajo en equipo. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Grado en Estadística, Matemáticas, Informática o similar. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00170,Data Analyst,
SQL Data Analyst,Metric Masters,"Zaragoza, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Proyecto, freelance",Máster en Análisis de Datos o Business Intelligence,"['python', 'sql', 'comunicacion', 'bi']","En Metric Masters, nos encontramos en la búsqueda de un/a SQL Data Analyst para unirte a nuestro equipo ubicado en Zaragoza, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos Al menos 5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 50.000€ - 70.000€ brutos anuales y Proyecto, freelance, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00171,Data Analyst,
Senior Data Analyst,Cloud BI Solutions,"Granada, España",35.000€ - 50.000€ brutos anuales,3-5 años,"Indefinido, jornada completa",Máster en Análisis de Datos o Business Intelligence,"['python', 'sql', 'comunicacion', 'bi']","En Cloud BI Solutions, nos encontramos en la búsqueda de un/a Senior Data Analyst para unirte a nuestro equipo ubicado en Granada, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Python, SQL, Comunicación, BI para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Python, SQL, Comunicación, BI. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 3-5 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Indefinido, jornada completa, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00172,Data Analyst,
Reporting Specialist,Visionary Data,"Granada, España",35.000€ - 50.000€ brutos anuales,1-2 años,"Temporal, media jornada",Máster en Análisis de Datos o Business Intelligence,"['excel', 'powerbi', 'trabajo en equipo', 'visualizacion']","En Visionary Data, nos encontramos en la búsqueda de un/a Reporting Specialist para unirte a nuestro equipo ubicado en Granada, España. Este puesto ofrece la oportunidad de trabajar en proyectos innovadores, con impacto directo en la estrategia y la toma de decisiones de nuestra empresa. Como parte de tu trabajo, utilizarás tus habilidades en Excel, Power BI, Trabajo en equipo, Visualización para analizar datos complejos, identificar patrones y proporcionar insights clave para el negocio. Estamos especialmente interesados en profesionales con experiencia en Excel, Power BI, Trabajo en equipo, Visualización. Estas habilidades te permitirán abordar desafíos técnicos y colaborar con diferentes equipos para optimizar procesos y garantizar la calidad de los resultados. Para este puesto, buscamos candidatos con al menos 1-2 años de experiencia profesional, junto con una formación académica mínima de Máster en Análisis de Datos o Business Intelligence. Ofrecemos un atractivo paquete salarial en el rango de 35.000€ - 50.000€ brutos anuales y Temporal, media jornada, que asegura tanto estabilidad como flexibilidad para nuestros empleados. En nuestra empresa, promovemos un entorno inclusivo que valora la diversidad, fomenta el aprendizaje continuo y apoya el crecimiento profesional de cada miembro del equipo. Somos una organización dinámica que busca aprovechar al máximo el potencial de los datos para impulsar nuestra estrategia empresarial. Si buscas un rol desafiante que combine análisis de datos, colaboración interdisciplinar y oportunidades de desarrollo, ¡te animamos a postularte! En {row['Empresa']}, valoramos tu talento y dedicación, y estamos deseando conocerte.",DA00173,Data Analyst,
