,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original
343,Business Intelligence Analyst,Future Tech AI,"Madrid, España",Salario no disponible,Más de 5 años,"Temporal, media jornada",Ciclo Formativo Grado Superior en Informática,"Python, SQL, Machine Learning, Data Analysis","En Future Tech AI, estamos buscando un/a Business Intelligence Analyst para unirse a nuestro equipo en Madrid, España. En este rol, serás responsable de aplicar tus conocimientos en Python, SQL, Machine Learning, Data Analysis para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Python, SQL, Machine Learning, Data Analysis, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Más de 5 años.
- Formación mínima: Ciclo Formativo Grado Superior en Informática.
- Competencias técnicas en Python, SQL, Machine Learning, Data Analysis y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Temporal, media jornada.
- Salario competitivo: Salario no disponible.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",58F06A16,Data Scientist
344,AI Solutions Architect,Future Tech AI,"Zaragoza, España",30.000€ - 40.000€ Bruto/año,Al menos 1 año,"Por obra o servicio, jornada completa",Ciclo Formativo Grado Superior en Informática,"Python, SQL, Machine Learning, Data Analysis","En Future Tech AI, estamos buscando un/a AI Solutions Architect para unirse a nuestro equipo en Zaragoza, España. En este rol, serás responsable de aplicar tus conocimientos en Python, SQL, Machine Learning, Data Analysis para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Python, SQL, Machine Learning, Data Analysis, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 1 año.
- Formación mínima: Ciclo Formativo Grado Superior en Informática.
- Competencias técnicas en Python, SQL, Machine Learning, Data Analysis y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Por obra o servicio, jornada completa.
- Salario competitivo: 30.000€ - 40.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",31472F6E,Data Scientist
345,Senior Data Scientist,Visionary Insights,"Bilbao, España",Salario no disponible,Sin experiencia,"Por obra o servicio, jornada completa",Doctorado en Inteligencia Artificial,"Hadoop, Spark, Kafka, ETL Processes","En Visionary Insights, estamos buscando un/a Senior Data Scientist para unirse a nuestro equipo en Bilbao, España. En este rol, serás responsable de aplicar tus conocimientos en Hadoop, Spark, Kafka, ETL Processes para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Hadoop, Spark, Kafka, ETL Processes, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Sin experiencia.
- Formación mínima: Doctorado en Inteligencia Artificial.
- Competencias técnicas en Hadoop, Spark, Kafka, ETL Processes y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Por obra o servicio, jornada completa.
- Salario competitivo: Salario no disponible.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",617E933A,Data Scientist
346,Data Scientist Junior,Visionary Insights,"Barcelona, España",60.000€ - 70.000€ Bruto/año,Al menos 3 años,"Indefinido, jornada intensiva",Ciclo Formativo Grado Superior en Informática,"TensorFlow, Keras, PyTorch, Natural Language Processing","En Visionary Insights, estamos buscando un/a Data Scientist Junior para unirse a nuestro equipo en Barcelona, España. En este rol, serás responsable de aplicar tus conocimientos en TensorFlow, Keras, PyTorch, Natural Language Processing para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como TensorFlow, Keras, PyTorch, Natural Language Processing, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 3 años.
- Formación mínima: Ciclo Formativo Grado Superior en Informática.
- Competencias técnicas en TensorFlow, Keras, PyTorch, Natural Language Processing y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada intensiva.
- Salario competitivo: 60.000€ - 70.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",88A07DED,Data Scientist
347,Big Data Engineer,SmartData Inc.,"Palma de Mallorca, España",30.000€ - 40.000€ Bruto/año,Al menos 2 años,"Indefinido, jornada completa",Ciclo Formativo Grado Superior en Informática,"Hadoop, Spark, Kafka, ETL Processes","En SmartData Inc., estamos buscando un/a Big Data Engineer para unirse a nuestro equipo en Palma de Mallorca, España. En este rol, serás responsable de aplicar tus conocimientos en Hadoop, Spark, Kafka, ETL Processes para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Hadoop, Spark, Kafka, ETL Processes, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 2 años.
- Formación mínima: Ciclo Formativo Grado Superior en Informática.
- Competencias técnicas en Hadoop, Spark, Kafka, ETL Processes y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada completa.
- Salario competitivo: 30.000€ - 40.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",27F8660A,Data Scientist
348,Senior Data Scientist,BlueSphere Analytics,"Sevilla, España",30.000€ - 40.000€ Bruto/año,Al menos 4 años,"Por obra o servicio, jornada completa",Grado universitario en Estadística,"Cloud Computing, AWS, Azure, Google Cloud","En BlueSphere Analytics, estamos buscando un/a Senior Data Scientist para unirse a nuestro equipo en Sevilla, España. En este rol, serás responsable de aplicar tus conocimientos en Cloud Computing, AWS, Azure, Google Cloud para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Cloud Computing, AWS, Azure, Google Cloud, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 4 años.
- Formación mínima: Grado universitario en Estadística.
- Competencias técnicas en Cloud Computing, AWS, Azure, Google Cloud y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Por obra o servicio, jornada completa.
- Salario competitivo: 30.000€ - 40.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",6A5EBA28,Data Scientist
349,Data Engineer,SmartData Inc.,"Zaragoza, España",45.000€ - 55.000€ Bruto/año,Al menos 4 años,"Por obra o servicio, jornada completa",Máster en Data Science,"Power BI, Tableau, Statistics, Data Mining","En SmartData Inc., estamos buscando un/a Data Engineer para unirse a nuestro equipo en Zaragoza, España. En este rol, serás responsable de aplicar tus conocimientos en Power BI, Tableau, Statistics, Data Mining para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Power BI, Tableau, Statistics, Data Mining, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 4 años.
- Formación mínima: Máster en Data Science.
- Competencias técnicas en Power BI, Tableau, Statistics, Data Mining y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Por obra o servicio, jornada completa.
- Salario competitivo: 45.000€ - 55.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",136E3D26,Data Scientist
350,Natural Language Processing Expert,DataCore Systems,"Granada, España",30.000€ - 40.000€ Bruto/año,Más de 5 años,"Indefinido, jornada completa",Máster en Data Science,"TensorFlow, Keras, PyTorch, Natural Language Processing","En DataCore Systems, estamos buscando un/a Natural Language Processing Expert para unirse a nuestro equipo en Granada, España. En este rol, serás responsable de aplicar tus conocimientos en TensorFlow, Keras, PyTorch, Natural Language Processing para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como TensorFlow, Keras, PyTorch, Natural Language Processing, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Más de 5 años.
- Formación mínima: Máster en Data Science.
- Competencias técnicas en TensorFlow, Keras, PyTorch, Natural Language Processing y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada completa.
- Salario competitivo: 30.000€ - 40.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",D29F5CFD,Data Scientist
351,Deep Learning Specialist,SmartData Inc.,"Zaragoza, España",Salario no disponible,Al menos 1 año,"Indefinido, jornada completa",Doctorado en Inteligencia Artificial,"R, Deep Learning, Data Visualization, Big Data","En SmartData Inc., estamos buscando un/a Deep Learning Specialist para unirse a nuestro equipo en Zaragoza, España. En este rol, serás responsable de aplicar tus conocimientos en R, Deep Learning, Data Visualization, Big Data para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como R, Deep Learning, Data Visualization, Big Data, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 1 año.
- Formación mínima: Doctorado en Inteligencia Artificial.
- Competencias técnicas en R, Deep Learning, Data Visualization, Big Data y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada completa.
- Salario competitivo: Salario no disponible.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",89A251FE,Data Scientist
352,Data Engineer,BrightAI Solutions,"Madrid, España",Salario no disponible,Al menos 2 años,"Indefinido, jornada completa",Ciclo Formativo Grado Superior en Informática,"TensorFlow, Keras, PyTorch, Natural Language Processing","En BrightAI Solutions, estamos buscando un/a Data Engineer para unirse a nuestro equipo en Madrid, España. En este rol, serás responsable de aplicar tus conocimientos en TensorFlow, Keras, PyTorch, Natural Language Processing para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como TensorFlow, Keras, PyTorch, Natural Language Processing, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 2 años.
- Formación mínima: Ciclo Formativo Grado Superior en Informática.
- Competencias técnicas en TensorFlow, Keras, PyTorch, Natural Language Processing y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada completa.
- Salario competitivo: Salario no disponible.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",953BD943,Data Scientist
353,AI Research Scientist,ProData Group,"Granada, España",60.000€ - 70.000€ Bruto/año,Al menos 4 años,"Indefinido, jornada completa",Ciclo Formativo Grado Superior en Informática,"Cloud Computing, AWS, Azure, Google Cloud","En ProData Group, estamos buscando un/a AI Research Scientist para unirse a nuestro equipo en Granada, España. En este rol, serás responsable de aplicar tus conocimientos en Cloud Computing, AWS, Azure, Google Cloud para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Cloud Computing, AWS, Azure, Google Cloud, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 4 años.
- Formación mínima: Ciclo Formativo Grado Superior en Informática.
- Competencias técnicas en Cloud Computing, AWS, Azure, Google Cloud y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada completa.
- Salario competitivo: 60.000€ - 70.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",3BAFE0E8,Data Scientist
354,Predictive Analytics Expert,SmartData Inc.,"Madrid, España",Salario no disponible,Al menos 4 años,"Temporal, media jornada",Máster en Data Science,"Hadoop, Spark, Kafka, ETL Processes","En SmartData Inc., estamos buscando un/a Predictive Analytics Expert para unirse a nuestro equipo en Madrid, España. En este rol, serás responsable de aplicar tus conocimientos en Hadoop, Spark, Kafka, ETL Processes para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Hadoop, Spark, Kafka, ETL Processes, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 4 años.
- Formación mínima: Máster en Data Science.
- Competencias técnicas en Hadoop, Spark, Kafka, ETL Processes y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Temporal, media jornada.
- Salario competitivo: Salario no disponible.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",CB481DB1,Data Scientist
355,Data Engineer,Quantum Metrics,"Barcelona, España",45.000€ - 55.000€ Bruto/año,Al menos 2 años,"Indefinido, jornada completa",Grado universitario en Estadística,"Power BI, Tableau, Statistics, Data Mining","En Quantum Metrics, estamos buscando un/a Data Engineer para unirse a nuestro equipo en Barcelona, España. En este rol, serás responsable de aplicar tus conocimientos en Power BI, Tableau, Statistics, Data Mining para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Power BI, Tableau, Statistics, Data Mining, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 2 años.
- Formación mínima: Grado universitario en Estadística.
- Competencias técnicas en Power BI, Tableau, Statistics, Data Mining y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada completa.
- Salario competitivo: 45.000€ - 55.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",62831A64,Data Scientist
356,AI Research Scientist,SmartData Inc.,"Zaragoza, España",45.000€ - 55.000€ Bruto/año,Más de 5 años,"Indefinido, jornada completa",Grado universitario en Estadística,"Cloud Computing, AWS, Azure, Google Cloud","En SmartData Inc., estamos buscando un/a AI Research Scientist para unirse a nuestro equipo en Zaragoza, España. En este rol, serás responsable de aplicar tus conocimientos en Cloud Computing, AWS, Azure, Google Cloud para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Cloud Computing, AWS, Azure, Google Cloud, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Más de 5 años.
- Formación mínima: Grado universitario en Estadística.
- Competencias técnicas en Cloud Computing, AWS, Azure, Google Cloud y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada completa.
- Salario competitivo: 45.000€ - 55.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",4DB71A78,Data Scientist
357,Natural Language Processing Expert,Tech Solutions Ltd.,"Murcia, España",45.000€ - 55.000€ Bruto/año,Al menos 4 años,"Temporal, media jornada",Máster en Data Science,"Hadoop, Spark, Kafka, ETL Processes","En Tech Solutions Ltd., estamos buscando un/a Natural Language Processing Expert para unirse a nuestro equipo en Murcia, España. En este rol, serás responsable de aplicar tus conocimientos en Hadoop, Spark, Kafka, ETL Processes para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Hadoop, Spark, Kafka, ETL Processes, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 4 años.
- Formación mínima: Máster en Data Science.
- Competencias técnicas en Hadoop, Spark, Kafka, ETL Processes y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Temporal, media jornada.
- Salario competitivo: 45.000€ - 55.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",73680FE1,Data Scientist
358,Data Visualization Engineer,Infinite Data Labs,"Alicante, España",30.000€ - 40.000€ Bruto/año,Al menos 2 años,"Indefinido, jornada completa",Doctorado en Inteligencia Artificial,"Python, SQL, Machine Learning, Data Analysis","En Infinite Data Labs, estamos buscando un/a Data Visualization Engineer para unirse a nuestro equipo en Alicante, España. En este rol, serás responsable de aplicar tus conocimientos en Python, SQL, Machine Learning, Data Analysis para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Python, SQL, Machine Learning, Data Analysis, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 2 años.
- Formación mínima: Doctorado en Inteligencia Artificial.
- Competencias técnicas en Python, SQL, Machine Learning, Data Analysis y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada completa.
- Salario competitivo: 30.000€ - 40.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",BE6CDD9A,Data Scientist
359,Business Intelligence Analyst,SmartData Inc.,"Sevilla, España",60.000€ - 70.000€ Bruto/año,Más de 5 años,"Indefinido, jornada intensiva",Grado universitario en Estadística,"Cloud Computing, AWS, Azure, Google Cloud","En SmartData Inc., estamos buscando un/a Business Intelligence Analyst para unirse a nuestro equipo en Sevilla, España. En este rol, serás responsable de aplicar tus conocimientos en Cloud Computing, AWS, Azure, Google Cloud para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Cloud Computing, AWS, Azure, Google Cloud, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Más de 5 años.
- Formación mínima: Grado universitario en Estadística.
- Competencias técnicas en Cloud Computing, AWS, Azure, Google Cloud y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada intensiva.
- Salario competitivo: 60.000€ - 70.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",AD4E9AF7,Data Scientist
360,AI Research Scientist,SmartData Inc.,"Granada, España",30.000€ - 40.000€ Bruto/año,Al menos 4 años,"Indefinido, jornada intensiva",Máster en Data Science,"Python, SQL, Machine Learning, Data Analysis","En SmartData Inc., estamos buscando un/a AI Research Scientist para unirse a nuestro equipo en Granada, España. En este rol, serás responsable de aplicar tus conocimientos en Python, SQL, Machine Learning, Data Analysis para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como Python, SQL, Machine Learning, Data Analysis, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 4 años.
- Formación mínima: Máster en Data Science.
- Competencias técnicas en Python, SQL, Machine Learning, Data Analysis y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Indefinido, jornada intensiva.
- Salario competitivo: 30.000€ - 40.000€ Bruto/año.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",50C84A14,Data Scientist
361,Predictive Analytics Expert,ProData Group,"Santander, España",Salario no disponible,Al menos 2 años,"Temporal, media jornada",Máster en Data Science,"R, Deep Learning, Data Visualization, Big Data","En ProData Group, estamos buscando un/a Predictive Analytics Expert para unirse a nuestro equipo en Santander, España. En este rol, serás responsable de aplicar tus conocimientos en R, Deep Learning, Data Visualization, Big Data para abordar desafíos complejos y desarrollar soluciones innovadoras en el ámbito de la ciencia de datos. 

### Responsabilidades principales:
- Diseñar y desarrollar soluciones avanzadas utilizando tecnologías clave como R, Deep Learning, Data Visualization, Big Data, asegurando la calidad y relevancia de los modelos generados.
- Colaborar con equipos multidisciplinares para integrar insights en los procesos de negocio.
- Realizar análisis exploratorios de datos y desarrollar pipelines eficientes de procesamiento de datos.

### Requisitos mínimos:
- Experiencia mínima de Al menos 2 años.
- Formación mínima: Máster en Data Science.
- Competencias técnicas en R, Deep Learning, Data Visualization, Big Data y un fuerte interés en mantenerse actualizado/a con las últimas tecnologías.

### Ofrecemos:
- Contrato Temporal, media jornada.
- Salario competitivo: Salario no disponible.
- Oportunidades de desarrollo profesional en un entorno dinámico y estimulante.
- Beneficios adicionales y un excelente ambiente de trabajo.

Si estás buscando una posición desafiante en una empresa que valora el talento y la innovación, ¡te invitamos a postularte!
",114C9C7B,Data Scientist
