,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original
377,Junior Big Data Analyst,Boycor,"Bilbao, España",45.000€ - 60.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada completa",FP en Desarrollo de Aplicaciones Multiplataforma,"Big Data tools, Data Lakes, Data Warehouses","**Junior Big Data Analyst en Boycor**

    Boycor está buscando un/a Junior Big Data Analyst para unirse a su equipo en Bilbao, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG12062,Data Engineer
378,ETL Developer,Aubay,"Zaragoza, España",Salario no disponible,3-5 años,"Indefinido, jornada completa",Curso especializado en Big Data,"Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**ETL Developer en Aubay**

    Aubay está buscando un/a ETL Developer para unirse a su equipo en Zaragoza, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 3-5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",ETL96408,Data Engineer
379,ETL Specialist,BETWEEN,"Alicante, España",50.000€ - 70.000€ brutos anuales,Sin experiencia,"Contrato por proyecto, freelance",Curso especializado en Big Data,"SQL, Data Warehousing, ETL/ELT processes, Tableau","**ETL Specialist en BETWEEN**

    BETWEEN está buscando un/a ETL Specialist para unirse a su equipo en Alicante, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como SQL, Data Warehousing, ETL/ELT processes para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    **Lo que ofrecemos:**
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG47916,Data Engineer
380,Data Architect,Changetheblock,"Sevilla, España",50.000€ - 70.000€ brutos anuales,Al menos 5 años,"Temporal, jornada completa",Curso especializado en Big Data,"Big Data tools, Data Lakes, Data Warehouses","**Data Architect en Changetheblock**

    Changetheblock está buscando un/a Data Architect para unirse a su equipo en Sevilla, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",DENG39897,Data Engineer
381,Senior Data Infrastructure Engineer,Pipeline Analytics,"Granada, España",35.000€ - 45.000€ brutos anuales,Sin experiencia,"Indefinido, jornada completa",FP en Desarrollo de Aplicaciones Multiplataforma,"Big Data tools, Data Lakes, Data Warehouses","**Senior Data Infrastructure Engineer en Pipeline Analytics**

    Pipeline Analytics está buscando un/a Senior Data Infrastructure Engineer para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 35.000€ - 45.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",ETL34028,Data Engineer
382,Junior Big Data Analyst,DataFlow Corp,"Granada, España",40.000€ - 55.000€ brutos anuales,3-5 años,"Temporal, jornada completa",Máster en Big Data o Ingeniería de Datos,"Apache Kafka, Airflow, NoSQL databases","**Junior Big Data Analyst en DataFlow Corp**

    DataFlow Corp está buscando un/a Junior Big Data Analyst para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 3-5 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    **Lo que ofrecemos:**
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 40.000€ - 55.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",DENG31882,Data Engineer
383,ETL Developer,Aubay,"Sevilla, España",Salario no disponible,Sin experiencia,"Temporal, jornada completa","Grado en Informática, Matemáticas o similar","Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**ETL Developer en Aubay**

    Aubay está buscando un/a ETL Developer para unirse a su equipo en Sevilla, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Lo que ofrecemos:**
    - Contrato Temporal, jornada completa.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG24805,Data Engineer
384,Data Architect,Aubay,"Sevilla, España",50.000€ - 70.000€ brutos anuales,Sin experiencia,"Indefinido, jornada completa",FP en Desarrollo de Aplicaciones Multiplataforma,"Big Data tools, Data Lakes, Data Warehouses","**Data Architect en Aubay**

    Aubay está buscando un/a Data Architect para unirse a su equipo en Sevilla, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG55248,Data Engineer
385,Cloud Data Engineer,Changetheblock,"Valencia, España",45.000€ - 60.000€ brutos anuales,1-2 años,"Indefinido, jornada completa",Curso especializado en Big Data,"Python, SQL, Apache Spark, Hadoop, AWS","**Cloud Data Engineer en Changetheblock**

    Changetheblock está buscando un/a Cloud Data Engineer para unirse a su equipo en Valencia, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 1-2 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",ETL53514,Data Engineer
386,ETL Specialist,Streamify Labs,"Valencia, España",30.000€ - 40.000€ brutos anuales,1-2 años,"Temporal, media jornada","Grado en Informática, Matemáticas o similar","Python, SQL, Apache Spark, Hadoop, AWS","**ETL Specialist en Streamify Labs**

    Streamify Labs está buscando un/a ETL Specialist para unirse a su equipo en Valencia, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 1-2 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Lo que ofrecemos:**
    - Contrato Temporal, media jornada.
    - Salario competitivo: 30.000€ - 40.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",ETL87018,Data Engineer
387,Data Pipeline Specialist,Gi Group,"Madrid, España",40.000€ - 55.000€ brutos anuales,1-2 años,"Temporal, media jornada",Máster en Big Data o Ingeniería de Datos,"Big Data tools, Data Lakes, Data Warehouses","**Data Pipeline Specialist en Gi Group**

    Gi Group está buscando un/a Data Pipeline Specialist para unirse a su equipo en Madrid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 1-2 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Temporal, media jornada.
    - Salario competitivo: 40.000€ - 55.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",DENG92252,Data Engineer
388,ETL Developer,Changetheblock,"Granada, España",30.000€ - 40.000€ brutos anuales,1-2 años,"Temporal, jornada completa","Grado en Informática, Matemáticas o similar","Apache Kafka, Airflow, NoSQL databases","**ETL Developer en Changetheblock**

    Changetheblock está buscando un/a ETL Developer para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 1-2 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    **Lo que ofrecemos:**
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 30.000€ - 40.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",ETL52719,Data Engineer
389,Junior Big Data Analyst,Pipeline Analytics,"Alicante, España",Salario no disponible,3-5 años,"Temporal, media jornada",Máster en Big Data o Ingeniería de Datos,"Big Data tools, Data Lakes, Data Warehouses","**Junior Big Data Analyst en Pipeline Analytics**

    Pipeline Analytics está buscando un/a Junior Big Data Analyst para unirse a su equipo en Alicante, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 3-5 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Temporal, media jornada.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG53075,Data Engineer
390,ETL Developer,DataFlow Corp,"Valladolid, España",Salario no disponible,3-5 años,"Temporal, media jornada",FP en Desarrollo de Aplicaciones Multiplataforma,"Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**ETL Developer en DataFlow Corp**

    DataFlow Corp está buscando un/a ETL Developer para unirse a su equipo en Valladolid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 3-5 años de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Lo que ofrecemos:**
    - Contrato Temporal, media jornada.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",DENG81289,Data Engineer
391,Junior Big Data Analyst,Keapps,"Valladolid, España",45.000€ - 60.000€ brutos anuales,Al menos 5 años,"Indefinido, jornada parcial","Grado en Informática, Matemáticas o similar","Big Data tools, Data Lakes, Data Warehouses","**Junior Big Data Analyst en Keapps**

    Keapps está buscando un/a Junior Big Data Analyst para unirse a su equipo en Valladolid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada parcial.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada parcial.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG97033,Data Engineer
392,ETL Developer,Keapps,"Málaga, España",35.000€ - 45.000€ brutos anuales,1-2 años,"Indefinido, jornada completa","Grado en Informática, Matemáticas o similar","Big Data tools, Data Lakes, Data Warehouses","**ETL Developer en Keapps**

    Keapps está buscando un/a ETL Developer para unirse a su equipo en Málaga, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 1-2 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 35.000€ - 45.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG86370,Data Engineer
393,Data Architect,Aubay,"Madrid, España",35.000€ - 45.000€ brutos anuales,3-5 años,"Temporal, jornada completa","Grado en Informática, Matemáticas o similar","Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**Data Architect en Aubay**

    Aubay está buscando un/a Data Architect para unirse a su equipo en Madrid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 3-5 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Lo que ofrecemos:**
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 35.000€ - 45.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",ETL79558,Data Engineer
394,Junior Big Data Analyst,Boycor,"Zaragoza, España",Salario no disponible,3-5 años,"Indefinido, jornada parcial",Máster en Big Data o Ingeniería de Datos,"Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes","**Junior Big Data Analyst en Boycor**

    Boycor está buscando un/a Junior Big Data Analyst para unirse a su equipo en Zaragoza, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para indefinido, jornada parcial.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 3-5 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada parcial.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG15116,Data Engineer
395,Big Data Engineer Senior,Streamify Labs,"Zaragoza, España",45.000€ - 60.000€ brutos anuales,1-2 años,"Temporal, media jornada","Grado en Informática, Matemáticas o similar","Apache Kafka, Airflow, NoSQL databases","**Big Data Engineer Senior en Streamify Labs**

    Streamify Labs está buscando un/a Big Data Engineer Senior para unirse a su equipo en Zaragoza, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 1-2 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    **Lo que ofrecemos:**
    - Contrato Temporal, media jornada.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",DENG37597,Data Engineer
396,Data Architect,Streamify Labs,"Madrid, España",Salario no disponible,Al menos 5 años,"Indefinido, jornada completa",Curso especializado en Big Data,"Big Data tools, Data Lakes, Data Warehouses","**Data Architect en Streamify Labs**

    Streamify Labs está buscando un/a Data Architect para unirse a su equipo en Madrid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Al menos 5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",DENG70223,Data Engineer
397,Senior Data Infrastructure Engineer,Gi Group,"Granada, España",45.000€ - 60.000€ brutos anuales,1-2 años,"Indefinido, jornada completa",Curso especializado en Big Data,"Big Data tools, Data Lakes, Data Warehouses","**Senior Data Infrastructure Engineer en Gi Group**

    Gi Group está buscando un/a Senior Data Infrastructure Engineer para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 1-2 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",DENG74670,Data Engineer
398,Cloud Data Engineer,Aubay,"Alicante, España",50.000€ - 70.000€ brutos anuales,1-2 años,"Temporal, jornada completa","Grado en Informática, Matemáticas o similar","Python, SQL, Apache Spark, Hadoop, AWS","**Cloud Data Engineer en Aubay**

    Aubay está buscando un/a Cloud Data Engineer para unirse a su equipo en Alicante, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - 1-2 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Lo que ofrecemos:**
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",BDENG21883,Data Engineer
399,Big Data Engineer Senior,DataFlow Corp,"Zaragoza, España",Salario no disponible,Sin experiencia,"Indefinido, jornada parcial",Máster en Big Data o Ingeniería de Datos,"Python, SQL, Apache Spark, Hadoop, AWS","**Big Data Engineer Senior en DataFlow Corp**

    DataFlow Corp está buscando un/a Big Data Engineer Senior para unirse a su equipo en Zaragoza, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    **Responsabilidades principales:**
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para indefinido, jornada parcial.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    **Requisitos mínimos:**
    - Sin experiencia de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    **Lo que ofrecemos:**
    - Contrato Indefinido, jornada parcial.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    **Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!**",ETL41138,Data Engineer
