,Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
348,Security Risk Management Expert,Shield Analytics,"Bilbao, España","['30.000', '73.000']",3-5 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gdpr', 'analisis critico', 'sistemas de seguridad', 'trabajo en equipo', 'auditoria de datos']","En Shield Analytics, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Sistemas de seguridad, Trabajo en equipo, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00349,Data Security & Privacy,
349,GDPR Specialist,PrivacyGuard Labs,"Sevilla, España","['43.000', '82.000']",Al menos 5 años,"Proyecto, freelance",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'iso 27001', 'gdpr', 'comunicacion efectiva']","En PrivacyGuard Labs, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, ISO 27001, Conocimiento de GDPR, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00350,Data Security & Privacy,
350,Chief Information Security Officer,SecureFlow Corp,"Valencia, España","['59.000', '69.000']",3-5 años,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['auditoria de datos', 'analisis critico', 'sistemas de seguridad', 'comunicacion efectiva', 'iso 27001', 'gdpr']","En SecureFlow Corp, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Análisis crítico, Sistemas de seguridad, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00351,Data Security & Privacy,
351,Cybersecurity & Compliance Analyst,DataDefense Inc,"Sevilla, España","['59.000', '86.000']",Sin experiencia,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['comunicacion efectiva', 'analisis critico', 'trabajo en equipo', 'auditoria de datos']","En DataDefense Inc, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, Análisis crítico, Trabajo en equipo, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00352,Data Security & Privacy,
352,Chief Information Security Officer,Shield Analytics,"Sevilla, España","['34.000', '84.000']",3-5 años,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['analisis critico', 'auditoria de datos', 'sistemas de seguridad', 'iso 27001']","En Shield Analytics, buscamos un/a Chief Information Security Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Auditoría de datos, Sistemas de seguridad, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00353,Data Security & Privacy,
353,Security Risk Management Expert,DataDefense Inc,"Bilbao, España","['32.000', '82.000']",1-2 años,"Proyecto, freelance",['Máster en Protección de Datos o Seguridad de la Información'],"['analisis critico', 'iso 27001', 'auditoria de datos', 'gestion de riesgos']","En DataDefense Inc, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, ISO 27001, Auditoría de datos, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00354,Data Security & Privacy,
354,Information Security Consultant,PrivacyGuard Labs,"Madrid, España","['50.000', '95.000']",Al menos 5 años,"Proyecto, freelance",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gdpr', 'gestion de riesgos', 'auditoria de datos', 'analisis critico']","En PrivacyGuard Labs, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, Auditoría de datos, Conocimiento de GDPR, Gestión de riesgos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00355,Data Security & Privacy,
355,Privacy Compliance Manager,CyberSecure Tech,"Bilbao, España","['35.000', '90.000']",3-5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'sistemas de seguridad']","En CyberSecure Tech, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Conocimiento de GDPR, Análisis crítico, Sistemas de seguridad. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00356,Data Security & Privacy,
356,GDPR Specialist,Shield Analytics,"Madrid, España","['31.000', '71.000']",Al menos 5 años,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso 27001', 'gdpr', 'sistemas de seguridad', 'auditoría de datos']","En Shield Analytics, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Comunicación efectiva, Sistemas de seguridad, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00357,Data Security & Privacy,
357,Privacy Compliance Manager,DataDefense Inc,"Barcelona, España","['42.000', '94.000']",1-2 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['seguridad de sistemas', 'gdpr', 'comunicacion efectiva', 'iso 27001']","En DataDefense Inc, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Conocimiento de GDPR, Comunicación efectiva, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00358,Data Security & Privacy,
358,Data Protection Officer,PrivacyGuard Labs,"Madrid, España","['47.000', '63.000']",Al menos 5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso 27001', 'gestion de riesgos', 'sistemas de seguridad']","En PrivacyGuard Labs, buscamos un/a Data Protection Officer apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Análisis crítico, ISO 27001, Gestión de riesgos, Sistemas de seguridad. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00359,Data Security & Privacy,
359,Information Security Consultant,SecureFlow Corp,"Sevilla, España","['47.000', '99.000']",Al menos 5 años,"Proyecto, freelance",['Máster en Protección de Datos o Seguridad de la Información'],"['trabajo en equipo', 'auditoria de datos', 'gestion de riesgos', 'gdpr']","En SecureFlow Corp, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Auditoría de datos, Gestión de riesgos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00360,Data Security & Privacy,
360,IT Security Analyst,DataDefense Inc,"Valencia, España","['57.000', '81.000']",Sin experiencia,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gdpr', 'sistemas de seguridad', 'trabajo en equipo', 'comunicacion efectiva']","En DataDefense Inc, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Trabajo en equipo, Conocimiento de GDPR, Sistemas de seguridad, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00361,Data Security & Privacy,
361,Information Security Consultant,Shield Analytics,"Madrid, España","['58.000', '70.000']",1-2 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['gestion de riesgos', 'analisis critico', 'sistemas de seguridad', 'gdpr']","En Shield Analytics, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Análisis crítico, Sistemas de seguridad, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00362,Data Security & Privacy,
362,Data Privacy Specialist Junior,PrivacyGuard Labs,"Bilbao, España","['41.000', '75.000']",1-2 años,"Proyecto, freelance",['Máster en Protección de Datos o Seguridad de la Información'],"['gestion de riesgos', 'comunicacion efectiva', 'sistemas de seguridad', 'auditoria de datos', 'iso 27001', 'gdpr']","En PrivacyGuard Labs, buscamos un/a Data Privacy Specialist Junior apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Comunicación efectiva, Sistemas de seguridad, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00363,Data Security & Privacy,
363,Privacy Compliance Manager,SecureFlow Corp,"Bilbao, España","['38.000', '78.000']",Al menos 5 años,"Proyecto, freelance",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'comunicacion efectiva', 'trabajo en equipo', 'analisis critico', 'iso 27001', 'gdpr']","En SecureFlow Corp, buscamos un/a Privacy Compliance Manager apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Comunicación efectiva, Trabajo en equipo, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00364,Data Security & Privacy,
364,Information Security Consultant,Shield Analytics,"Madrid, España","['31.000', '77.000']",Sin experiencia,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'gdpr', 'auditoria de datos']","En Shield Analytics, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Análisis crítico, Conocimiento de GDPR, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00365,Data Security & Privacy,
365,Data Privacy Specialist Junior,SecureFlow Corp,"Bilbao, España","['60.000', '72.000']",Al menos 5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'gestion de riesgos', 'sistemas de seguridad', 'comunicacion efectiva', 'iso 27001', 'gdpr']","En SecureFlow Corp, buscamos un/a Data Privacy Specialist Junior apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Gestión de riesgos, Sistemas de seguridad, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00366,Data Security & Privacy,
366,Cybersecurity & Compliance Analyst,Shield Analytics,"Sevilla, España","['34.000', '71.000']",1-2 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['sistemas de seguridad', 'comunicacion efectiva', 'auditoria de datos', 'trabajo en equipo', 'iso 27001', 'gdpr']","En Shield Analytics, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Comunicación efectiva, Auditoría de datos, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00367,Data Security & Privacy,
367,Security Risk Management Expert,SecureFlow Corp,"Bilbao, España","['51.000', '99.000']",3-5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['gdpr', 'gestion de riesgos', 'trabajo en equipo']","En SecureFlow Corp, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Conocimiento de GDPR, Análisis crítico, Gestión de riesgos, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00368,Data Security & Privacy,
368,GDPR Specialist,CyberSecure Tech,"Barcelona, España","['53.000', '61.000']",3-5 años,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso 27001', 'gdpr', 'sistemas de seguridad', 'comunicacion efectiva', 'auditoria de datos', 'trabajo en equipo']","En CyberSecure Tech, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Comunicación efectiva, Auditoría de datos, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00369,Data Security & Privacy,
369,IT Security Analyst,DataDefense Inc,"Sevilla, España","['45.000', '61.000']",Al menos 5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'auditoria de datos', 'sistemas de seguridad', 'gdpr']","En DataDefense Inc, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Auditoría de datos, Sistemas de seguridad, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00370,Data Security & Privacy,
370,GDPR Specialist,Shield Analytics,"Madrid, España","['30.000', '67.000']",Sin experiencia,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['sistemas de seguridad', 'trabajo en equipo', 'auditoria de datos', 'analisis critico', 'iso 27001', 'gdpr']","En Shield Analytics, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Trabajo en equipo, Auditoría de datos, Análisis crítico. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00371,Data Security & Privacy,
371,IT Security Analyst,Shield Analytics,"Madrid, España","['60.000', '86.000']",3-5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['gestion de riesgos', 'iso 27001', 'auditoria de datos', 'gdpr']","En Shield Analytics, buscamos un/a IT Security Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, ISO 27001, Auditoría de datos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00372,Data Security & Privacy,
372,Security Auditor,Shield Analytics,"Sevilla, España","['36.000', '96.000']",Al menos 5 años,"Indefinido, jornada completa","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['sistemas de seguridad', 'analisis critico', 'iso 27001', 'gdpr']","En Shield Analytics, buscamos un/a Security Auditor apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Análisis crítico, ISO 27001, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00373,Data Security & Privacy,
373,Security Risk Management Expert,Shield Analytics,"Sevilla, España","['32.000', '61.000']",Al menos 5 años,"Proyecto, freelance",['Máster en Protección de Datos o Seguridad de la Información'],"['iso 27001', 'trabajo en equipo', 'gestion de riesgos', 'gdpr']","En Shield Analytics, buscamos un/a Security Risk Management Expert apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Trabajo en equipo, Gestión de riesgos, Conocimiento de GDPR. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00374,Data Security & Privacy,
374,Cybersecurity & Compliance Analyst,PrivacyGuard Labs,"Sevilla, España","['56.000', '97.000']",Sin experiencia,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['sistemas de seguridad', 'auditoria de datos', 'analisis critico', 'trabajo en equipo']","En PrivacyGuard Labs, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Sevilla, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Sistemas de seguridad, Auditoría de datos, Análisis crítico, Trabajo en equipo. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00375,Data Security & Privacy,
375,GDPR Specialist,DataDefense Inc,"Bilbao, España","['41.000', '79.000']",Sin experiencia,"Proyecto, freelance","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['gestion de riesgos', 'auditoria de datos', 'trabajo en equipo', 'comunicacion efectiva', 'iso 27001', 'gdpr']","En DataDefense Inc, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Bilbao, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Sin experiencia de experiencia en el sector y conocimientos avanzados en tecnologías como Gestión de riesgos, Auditoría de datos, Trabajo en equipo, Comunicación efectiva. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00376,Data Security & Privacy,
376,Cybersecurity & Compliance Analyst,DataDefense Inc,"Barcelona, España","['35.000', '95.000']",3-5 años,"Indefinido, jornada completa",['Máster en Protección de Datos o Seguridad de la Información'],"['auditoria de datos', 'sistemas de seguridad', 'trabajo en equipo', 'iso 27001']","En DataDefense Inc, buscamos un/a Cybersecurity & Compliance Analyst apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Barcelona, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 3-5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Auditoría de datos, Sistemas de seguridad, Trabajo en equipo, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00377,Data Security & Privacy,
377,GDPR Specialist,CyberSecure Tech,"Valencia, España","['31.000', '70.000']",1-2 años,"Temporal, media jornada","['Grado en Informática', ' Derecho', ' Ciberseguridad o similar']","['iso 27001', 'gestion de riesgos', 'trabajo en equipo', 'auditoria de datos']","En CyberSecure Tech, buscamos un/a GDPR Specialist apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Valencia, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen 1-2 años de experiencia en el sector y conocimientos avanzados en tecnologías como ISO 27001, Gestión de riesgos, Trabajo en equipo, Auditoría de datos. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00378,Data Security & Privacy,
378,Information Security Consultant,CyberSecure Tech,"Madrid, España","['36.000', '91.000']",Al menos 5 años,"Temporal, media jornada",['Máster en Protección de Datos o Seguridad de la Información'],"['comunicacion efectiva', 'analisis critico', 'sistemas de seguridad', 'iso 27001']","En CyberSecure Tech, buscamos un/a Information Security Consultant apasionado/a por la protección y seguridad de la información, que quiera unirse a nuestro equipo en Madrid, España. Tu principal misión será garantizar la confidencialidad, integridad y disponibilidad de los datos, implementando medidas de seguridad efectivas y asegurando el cumplimiento normativo, como ISO 27001 o GDPR. Requisitos mínimos incluyen Al menos 5 años de experiencia en el sector y conocimientos avanzados en tecnologías como Comunicación efectiva, Análisis crítico, Sistemas de seguridad, ISO 27001. Ofrecemos un entorno dinámico, salario competitivo y formación continua para mantenerte a la vanguardia en privacidad y seguridad de datos.",SEC00379,Data Security & Privacy,
