Titulo,Empresa,Ubicacion,Salario,Experiencia minima,Tipo de contrato,Estudios minimos,Skills,Descripcion,Referencia,cat_original,cat_identificada
Data Architect,Gi Group,"Granada, España","['40.000', '55.000']",Al menos 5 años,"Contrato por proyecto, freelance",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['apache kafka', 'airflow', 'nosql']","Data Architect en Gi Group

    Gi Group está buscando un/a Data Architect para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Al menos 5 años de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    Lo que ofrecemos:
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: 40.000€ - 55.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG29798,Data Engineer,
Machine Learning Data Engineer,BETWEEN,"Alicante, España","['50.000', '70.000']",Sin experiencia,"Indefinido, jornada parcial",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['apache kafka', 'airflow', 'nosql']","Machine Learning Data Engineer en BETWEEN

    BETWEEN está buscando un/a Machine Learning Data Engineer para unirse a su equipo en Alicante, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para indefinido, jornada parcial.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada parcial.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG18920,Data Engineer,
Junior Big Data Analyst,DataFlow Corp,"Sevilla, España",['No Dispobible'],Sin experiencia,"Contrato por proyecto, freelance","['Grado en Informática', ' Matemáticas o similar']","['big data', 'data lakes', 'data warehouses']","Junior Big Data Analyst en DataFlow Corp

    DataFlow Corp está buscando un/a Junior Big Data Analyst para unirse a su equipo en Sevilla, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",DENG78317,Data Engineer,
Data Pipeline Specialist,EOS Solutions,"Madrid, España","['35.000', '45.000']",1-2 años,"Temporal, media jornada",['Curso especializado en Big Data'],"['apache kafka', 'airflow', 'nosql']","Data Pipeline Specialist en EOS Solutions

    EOS Solutions está buscando un/a Data Pipeline Specialist para unirse a su equipo en Madrid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 1-2 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    Lo que ofrecemos:
    - Contrato Temporal, media jornada.
    - Salario competitivo: 35.000€ - 45.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",DENG98802,Data Engineer,
Big Data Engineer Senior,EOS Solutions,"Bilbao, España","['35.000', '45.000']",3-5 años,"Temporal, media jornada",['Curso especializado en Big Data'],"['aws', 'gcp', 'azure', 'docker', 'kubernetes']","Big Data Engineer Senior en EOS Solutions

    EOS Solutions está buscando un/a Big Data Engineer Senior para unirse a su equipo en Bilbao, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Lo que ofrecemos:
    - Contrato Temporal, media jornada.
    - Salario competitivo: 35.000€ - 45.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG31269,Data Engineer,
Data Pipeline Specialist,DataFlow Corp,"Valladolid, España","['30.000', '40.000']",3-5 años,"Contrato por proyecto, freelance",['Curso especializado en Big Data'],"['python', 'sql', 'apache spark', 'hadoop', 'aws']","Data Pipeline Specialist en DataFlow Corp

    DataFlow Corp está buscando un/a Data Pipeline Specialist para unirse a su equipo en Valladolid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Lo que ofrecemos:
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: 30.000€ - 40.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL18583,Data Engineer,
ETL Developer,Keapps,"Granada, España","['40.000', '55.000']",Sin experiencia,"Contrato por proyecto, freelance",['Curso especializado en Big Data'],"['sql', 'data warehousing', 'etl', 'elt', 'tableau']","ETL Developer en Keapps

    Keapps está buscando un/a ETL Developer para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como SQL, Data Warehousing, ETL/ELT processes para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Lo que ofrecemos:
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: 40.000€ - 55.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL57709,Data Engineer,
ETL Developer,BETWEEN,"Barcelona, España","['50.000', '70.000']",1-2 años,"Temporal, jornada completa",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['python', 'sql', 'apache spark', 'hadoop', 'aws']","ETL Developer en BETWEEN

    BETWEEN está buscando un/a ETL Developer para unirse a su equipo en Barcelona, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 1-2 años de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Lo que ofrecemos:
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG72934,Data Engineer,
ETL Developer,Keapps,"Valladolid, España","['45.000', '60.000']",3-5 años,"Temporal, jornada completa",['Máster en Big Data o Ingeniería de Datos'],"['python', 'sql', 'spark', 'hadoop', 'aws']","ETL Developer en Keapps

    Keapps está buscando un/a ETL Developer para unirse a su equipo en Valladolid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Lo que ofrecemos:
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL68397,Data Engineer,
Big Data Engineer Senior,Aubay,"Bilbao, España",['No Dispobible'],3-5 años,"Contrato por proyecto, freelance","['Grado en Informática', ' Matemáticas o similar']","['python', 'sql', 'apache spark', 'hadoop', 'aws']","Big Data Engineer Senior en Aubay

    Aubay está buscando un/a Big Data Engineer Senior para unirse a su equipo en Bilbao, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Lo que ofrecemos:
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL16558,Data Engineer,
Data Engineer Junior,Aubay,"Valladolid, España",['No Dispobible'],Sin experiencia,"Indefinido, jornada parcial",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['sql', 'data warehousing', 'etl', 'elt', 'tableau']","Data Engineer Junior en Aubay

    Aubay está buscando un/a Data Engineer Junior para unirse a su equipo en Valladolid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como SQL, Data Warehousing, ETL/ELT processes para indefinido, jornada parcial.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada parcial.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL81016,Data Engineer,
Data Pipeline Specialist,Pipeline Analytics,"Valladolid, España","['45.000', '60.000']",3-5 años,"Temporal, media jornada",['Curso especializado en Big Data'],"['apache kafka', 'airflow', 'nosql']","Data Pipeline Specialist en Pipeline Analytics

    Pipeline Analytics está buscando un/a Data Pipeline Specialist para unirse a su equipo en Valladolid, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    Lo que ofrecemos:
    - Contrato Temporal, media jornada.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL41660,Data Engineer,
Machine Learning Data Engineer,Keapps,"Barcelona, España",['No Dispobible'],3-5 años,"Temporal, media jornada","['Grado en Informática', ' Matemáticas o similar']","['aws', 'gcp', 'azure', 'docker', 'kubernetes']","Machine Learning Data Engineer en Keapps

    Keapps está buscando un/a Machine Learning Data Engineer para unirse a su equipo en Barcelona, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para temporal, media jornada.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Lo que ofrecemos:
    - Contrato Temporal, media jornada.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",DENG54198,Data Engineer,
Junior Big Data Analyst,Keapps,"Granada, España",['No Dispobible'],Sin experiencia,"Contrato por proyecto, freelance","['Grado en Informática', ' Matemáticas o similar']","['python', 'sql', 'apache spark', 'hadoop', 'aws']","Junior Big Data Analyst en Keapps

    Keapps está buscando un/a Junior Big Data Analyst para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Python, SQL, Apache Spark para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: Grado en Informática, Matemáticas o similar.
    - Dominio de las tecnologías clave: Python, SQL, Apache Spark, Hadoop, AWS.

    Lo que ofrecemos:
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL85974,Data Engineer,
ETL Developer,Streamify Labs,"Alicante, España","['45.000', '60.000']",3-5 años,"Indefinido, jornada completa",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['apache kafka', 'airflow', 'nosql']","ETL Developer en Streamify Labs

    Streamify Labs está buscando un/a ETL Developer para unirse a su equipo en Alicante, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Apache Kafka, Airflow, NoSQL databases para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Apache Kafka, Airflow, NoSQL databases.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL14275,Data Engineer,
Data Architect,DataFlow Corp,"Alicante, España","['30.000', '40.000']",1-2 años,"Indefinido, jornada parcial",['Máster en Big Data o Ingeniería de Datos'],"['sql', 'data warehousing', 'etl', 'elt', 'tableau']","Data Architect en DataFlow Corp

    DataFlow Corp está buscando un/a Data Architect para unirse a su equipo en Alicante, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como SQL, Data Warehousing, ETL/ELT processes para indefinido, jornada parcial.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 1-2 años de experiencia relevante.
    - Formación académica: Máster en Big Data o Ingeniería de Datos.
    - Dominio de las tecnologías clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada parcial.
    - Salario competitivo: 30.000€ - 40.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG77941,Data Engineer,
Cloud Data Engineer,Changetheblock,"Bilbao, España","['40.000', '55.000']",Al menos 5 años,"Indefinido, jornada parcial",['Curso especializado en Big Data'],"['sql', 'data warehousing', 'etl', 'elt', 'tableau']","Cloud Data Engineer en Changetheblock

    Changetheblock está buscando un/a Cloud Data Engineer para unirse a su equipo en Bilbao, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como SQL, Data Warehousing, ETL/ELT processes para indefinido, jornada parcial.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Al menos 5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada parcial.
    - Salario competitivo: 40.000€ - 55.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",DENG55969,Data Engineer,
Senior Data Infrastructure Engineer,Pipeline Analytics,"Barcelona, España","['50.000', '70.000']",1-2 años,"Contrato por proyecto, freelance",['Curso especializado en Big Data'],"['big data', 'data lakes', 'data warehouses']","Senior Data Infrastructure Engineer en Pipeline Analytics

    Pipeline Analytics está buscando un/a Senior Data Infrastructure Engineer para unirse a su equipo en Barcelona, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 1-2 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL47678,Data Engineer,
Junior Big Data Analyst,Boycor,"Bilbao, España","['45.000', '60.000']",Al menos 5 años,"Indefinido, jornada completa",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['big data', 'data lakes', 'data warehouses']","Junior Big Data Analyst en Boycor

    Boycor está buscando un/a Junior Big Data Analyst para unirse a su equipo en Bilbao, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Al menos 5 años de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 45.000€ - 60.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG12062,Data Engineer,
ETL Developer,Aubay,"Zaragoza, España",['No Dispobible'],3-5 años,"Indefinido, jornada completa",['Curso especializado en Big Data'],['Estado no completado'],"ETL Developer en Aubay

    Aubay está buscando un/a ETL Developer para unirse a su equipo en Zaragoza, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Cloud platforms (AWS, GCP, Azure) para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - 3-5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Cloud platforms (AWS, GCP, Azure), Docker, Kubernetes.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: Salario no disponible.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL96408,Data Engineer,
ETL Specialist,BETWEEN,"Alicante, España","['50.000', '70.000']",Sin experiencia,"Contrato por proyecto, freelance",['Curso especializado en Big Data'],"['sql', 'data warehousing', 'etl', 'elt', 'tableau']","ETL Specialist en BETWEEN

    BETWEEN está buscando un/a ETL Specialist para unirse a su equipo en Alicante, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como SQL, Data Warehousing, ETL/ELT processes para contrato por proyecto, freelance.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: SQL, Data Warehousing, ETL/ELT processes, Tableau.

    Lo que ofrecemos:
    - Contrato Contrato por proyecto, freelance.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",BDENG47916,Data Engineer,
Data Architect,Changetheblock,"Sevilla, España","['50.000', '70.000']",Al menos 5 años,"Temporal, jornada completa",['Curso especializado en Big Data'],"['big data', 'data lakes', 'data warehouses']","Data Architect en Changetheblock

    Changetheblock está buscando un/a Data Architect para unirse a su equipo en Sevilla, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para temporal, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Al menos 5 años de experiencia relevante.
    - Formación académica: Curso especializado en Big Data.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Temporal, jornada completa.
    - Salario competitivo: 50.000€ - 70.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",DENG39897,Data Engineer,
Senior Data Infrastructure Engineer,Pipeline Analytics,"Granada, España","['35.000', '45.000']",Sin experiencia,"Indefinido, jornada completa",['FP en Desarrollo de Aplicaciones Multiplataforma'],"['bigdata', 'datalakes', 'datawarehouses']","Senior Data Infrastructure Engineer en Pipeline Analytics

    Pipeline Analytics está buscando un/a Senior Data Infrastructure Engineer para unirse a su equipo en Granada, España. 
    En este rol, contribuirás a proyectos innovadores y transformadores dentro de un entorno dinámico y en crecimiento.

    Responsabilidades principales:
    - Trabajar con tecnologías avanzadas como Big Data tools, Data Lakes, Data Warehouses para indefinido, jornada completa.
    - Diseñar, construir y optimizar soluciones de datos que impacten directamente en los objetivos de la empresa.
    - Colaborar con equipos multidisciplinares para garantizar la integración y calidad de los datos.

    Requisitos mínimos:
    - Sin experiencia de experiencia relevante.
    - Formación académica: FP en Desarrollo de Aplicaciones Multiplataforma.
    - Dominio de las tecnologías clave: Big Data tools, Data Lakes, Data Warehouses.

    Lo que ofrecemos:
    - Contrato Indefinido, jornada completa.
    - Salario competitivo: 35.000€ - 45.000€ brutos anuales.
    - Ambiente laboral inclusivo y colaborativo.

    Si quieres formar parte de un equipo que valora la innovación y la excelencia, postúlate ahora!",ETL34028,Data Engineer,
